"FIELD SYSTEM","630","Agriculture",," ","636.01","Ranches and farms"
"OPEN FIELD SYSTEM","630","Agriculture",," ","636.01","Ranches and farms"
"FINDSPOT","941","General history of Europe; British Isles",," ",,
"FISH HOUSE","639","Hunting, fishing, conservation",," ","639.2","Commercial fishing, whaling, sealing"
"FISH TRAP","639","Hunting, fishing, conservation",," ","639.2","Commercial fishing, whaling, sealing"
"FISH WEIR","639","Hunting, fishing, conservation",," ","639.2","Commercial fishing, whaling, sealing"
"FLANNEL MILL","677","Textiles",," ","725.4","Mill architecture"
"FLOWER GARDEN","716","Herbaceous plants",," ","635.9","Flowers and ornamental plants"
"FOLLY","717","Structures",," ","717","Structures in landscape architecture"
"FOOTBALL GROUND","796","Athletic & outdoor sports & games",," ","796","Athletic & outdoor sports & games"
"FOOTBRIDGE","624","Civil engineering","388","Transportation; Ground transportation","624.2","Bridges"
"FORGE","682","Small forge work (Blacksmithing)",," ","682","Small forge work (Blacksmithing)"
"FORT","623","Military & nautical engineering",," ","725.18","Forts"
"FORTIFIED HOUSE","728","Residential & related buildings",," ","728","Residential & related buildings"
"FORTLET","623","Military & nautical engineering",," ","725.18","Forts"
"FOUNDRY","682","Small forge work (Blacksmithing)",," ","682","Small forge work (Blacksmithing)"
"FOUNTAIN","714","Water features",," ","725.9","Fountains"
"FRIARY","726","Buildings for religious purposes",," ","726.7","Monastic buildings"
"FRIENDS MEETING HOUSE","726","Buildings for religious purposes",," ","726","Buildings for religious purposes"
"FULLING MILL","620","Engineering & Applied operations",," ","725.4","Mill architecture"
"FURNACE","669","Metallurgy",," ","621.183","Boilers and boiler furnaces"
"GAOL","365","Penal & related institutions",," ","725.6","Correctional institutions"
"GARDEN","712","Landscape architecture",," ","712","Landscape architecture"
"GARDEN FEATURE","717","Structures",," ","717","structures in landscapes"
"GAS WORKS","662","Explosives, fuels technology",," ","620.107","Applied gas mechanics"
"GATE","631","Techniques, equipment, materials",," ","725.96","Gateways"
"GATEHOUSE","728","Residential & related buildings",," ","728.9"," Accessary domestic structures"
"GAZEBO","717","Structures",," ","717","structures in landscapes"
"GLASS WORKS","679","Other products of specific materials",," ","624.1838","structural engineering - Glass"
"GLASSHOUSE","717","Structures",," ","728.924","Conservatories, glasshouses"
"GOLD MINE","622","Mining & related operations",," ","622.342","Precious metals"
"GOLF CLUB","796","Athletic & outdoor sports & games",," ","796.06","Athletic & outdoor sports & games - management"
"GOODS SHED","625","Engineering of railroads, roads","385","Railroad transportation","625","Engineering of railroads, roads"
"GOODS YARD","625","Engineering of railroads, roads","385","Railroad transportation","625","Engineering of railroads, roads"
"GOOSE PEN","636","Animal husbandry",," ","636.0831","Housing"
"GRANARY","633","Field & plantation crops",," ","728.92","Agricultural buildings"
"GRANGE","630","Agriculture",," ","636.01","Ranches and farms"
"GRANITE QUARRY","622","Mining & related operations",," ","622","Mining & related operations"
"GRAVEL PIT","622","Mining & related operations",," ","622","Mining & related operations"
"GUESTHOUSE","728","Residential & related buildings",," ","728.5","Hotels"
"GUILDHALL","352","Of local governments",," ","725.13","Local govt buildings"
"GUNPOWDER WORKS","662","Explosives, fuels technology",," ","725.4","Industrial buildings"
"HALL HOUSE","728","Residential & related buildings",," ","728","Residential & related buildings"
"HARBOUR","387","Water, air, space transportation",," ","725.34","Port facilities"
"HENGE","941","General history of Europe; British Isles",," ","719.32","Public parks and natural monuments"
"HILLFORT","623","Military & nautical engineering",," ","725.18","Forts"
"HOARD","941","General history of Europe; British Isles",," ",,
"HOLIDAY CENTRE","790","Recreational & performing arts",," ","728.5","Hotels"
"HOLLOW WAY","388","Transportation; Ground transportation",," ",,
"HOME FARM","630","Agriculture",," ","636.01","Ranches and farms"
"HOMESTEAD","728","Residential & related buildings",," ","636.01","Ranches and farms"
"HOSPITAL","610","Medical sciences; Medicine",," ","725.51","Healthcare facilities - Hospitals"
"PUBLIC BUILDING","725","Public structures",," ","725","Public structures"
"HOTEL","728","Residential & related buildings",," ","728.5","Hotels"
"HOUSE","728","Residential & related buildings",," ","728","Residential & related buildings"
"HOUSE PLATFORM","728","Residential & related buildings",," ","728","Residential & related buildings"
"HOUSING ESTATE","728","Residential & related buildings",," ","728.31","Multiple dwellings"
"HUT CIRCLE","728","Residential & related buildings",," ","307.72","Rural communities"
"HUT CIRCLE SETTLEMENT","728","Residential & related buildings",," ","307.72","Rural communities"
"HYDRO ELECTRIC POWER STATION","537","Electricity & electronics",," ","621.31","generation, modification, storage, transmission of electric power"
"ICE FACTORY","664","Food technology",," ","725.4","Factories"
"INCLINED PLANE","385","Railroad transportation",," ",,
"INDUSTRIAL ESTATE","381","Internal commerce (Domestic trade)",," ","725.4","Factories"
"INDUSTRIAL SITE","620","Engineering & Applied operations",," ","725.4","Factories"
"INN","728","Residential & related buildings","725.72"," Drinking places","728.5","Hotels"
"INSCRIBED STONE","736","Carving & carvings",," ","725.94","Monuments"
"INSTITUTE","727","Buildings for education & research",," ","725","Public buildings"
"INVASION SITE","356","Foot forces & warfare",," ","356","Foot forces & warfare"
"IRON WORKING SITE","672","Iron, steel, other iron alloys",," ","672.092","Iron working"
"IRON WORKS","672","Iron, steel, other iron alloys",," ","672.092","Iron working"
"IRONSTONE WORKINGS","622","Mining & related operations",," ","672.092","Iron working"
"ISLAND","719","Natural landscapes",," ","551.42","Islands and reefs"
"JETTY","387","Water, air, space transportation",," ","725.34","Port facilities"
"JUNIOR SCHOOL","727","Buildings for education & research",," ","727.1","elementary schools"
"KERB CAIRN","941","General history of Europe; British Isles",," ","726.8","Mortuary chapels and tombs"
"KILN","666","Ceramic & allied technologies",," ","666.436","Kilns,"
"LABOUR EXCHANGE","331","Labor economics",," ","725.13","Local government buildings"
"LAKE","719","Natural landscapes",," ","714","Water features in landscape architecture"
"LANDING POINT","387","Water, air, space transportation",," ","725.34","Port facilities"
"LANDSCAPE","719","Natural landscapes",," ","712.6","Estate grounds landscapes"
"LEAD MINE","622","Mining & related operations",," ","622.344","Lead mining"
"ZINC MINE","622","Mining & related operations",," ","622.3452","Zinc mining"
"LEAD WORKS","669","Metallurgy",," ","673.4","lead manufacture"
"LEAT","627","Hydraulic engineering",," ","627.45","Hydraulic engineering - water diversion"
"LEAT SYSTEM","627","Hydraulic engineering",," ","627.45","Hydraulic engineering - water diversion"
"WATER COURSE","627","Hydraulic engineering",," ","627.45","Hydraulic engineering - water diversion"
"LEGIONARY FORTRESS","623","Military & nautical engineering",," ","725.18","Forts"
"LIBRARY","727","Buildings for education & research",," ","727.84","Branch libraries"
"LIFEBOAT STATION","387","Water, air, space transportation",," ","623.81","Marine architecture"
"LIGHTHOUSE","387","Water, air, space transportation",," ","623.81","Marine architecture"
"LIME KILN","622","Mining & related operations",," ","622.3516","Limestone mining"
"LIME WORKINGS","622","Mining & related operations",," ","622.3516","Limestone mining"
"LIMESTONE QUARRY","622","Mining & related operations",," ","622.3516","Limestone mining"
"LINEAR FEATURE","941","General history of Europe; British Isles",," ","551.42-551.45","Specific land forms"
"LIVESTOCK MARKET","381","Internal commerce (Domestic trade)",," ","338.176","   Animal husbandry-production economics,"
"LLYS","728","Residential & related buildings",," ","728.8","Large and elaborate private dwellings"
"LOCAL GOVERNMENT OFFICE","352","Of local governments",," ","725.13","Local government buildings"
"LOCK","386","Inland waterway & ferry transportation",," ","627.1352","Gates, Lock, Sluices"
"LOCK KEEPERS COTTAGE","728","Residential & related buildings","728.9"," Accessary domestic structures","728.37","Cottages"
"LODGE","728","Residential & related buildings",," ","728.9"," Accessary domestic structures"
"LONG CAIRN","941","General history of Europe; British Isles",," ","726.8","Mortuary chapels and tombs"
"LONG HUT","728","Residential & related buildings",," ",,
"LONGHOUSE","728","Residential & related buildings",," ",,
"MAJOR DWELLING","728","Residential & related buildings",," ","728.8","Large and elaborate private dwellings"
"MANAGED WOODLAND","634","Orchards, fruits, forestry",," ","719.33","Forest landscape"
"MANAGERS HOUSE","728","Residential & related buildings",," ","725.4","Industrial buildings"
"MANGANESE MINE","622","Mining & related operations",," ","622.34629","Manganese--mining"
"MANOR HOUSE","728","Residential & related buildings",," ","728.8","Large and elaborate private dwellings"
"MANSION","728","Residential & related buildings",," ","728.8","Large and elaborate private dwellings"
"MARCHING CAMP","623","Military & nautical engineering",," ","725.18","Military & Police buildings"
"MARINA","797","Aquatic & air sports",," ","725.34","Port facilities"
"MARKET HALL","381","Internal commerce (Domestic trade)",," ","725.21","Retail trade buildings"
"MARKET HALL","381","Internal commerce (Domestic trade)",," ","725.21","Retail trade buildings"
"MARTELLO TOWER","623","Military & nautical engineering",," ","725.97","Tower structures"
"MAUSOLEUM","718","Landscape design of cemeteries",," ","726.8","Mortuary Chapel"
"MESS","623","Military & nautical engineering",," ","725.18","Military & Police buildings"
"MILESTONE","625","Engineering of railroads, roads",," ","625","Engineering of railroads, roads"
"MILITARY TRAINING SITE","623","Military & nautical engineering",," ","725.18","Military & Police buildings"
"MILL RACE","620","Engineering & Applied operations",," ","627.45","Hydraulic engineering - water diversion"
"MINATURE RAILWAY","385","Railroad transportation",," ","625.19","Model and miniature railroads and trains"
"MINE","622","Mining & related operations",," ","622.3","Mining for specific materials"
"MINE BUILDING","622","Mining & related operations",," ","622","Mining & related operations"
"MINE SHAFT","622","Mining & related operations",," ","622","Mining & related operations"
"MINERS INSTITUTE","727","Buildings for education & research",," ","727","Buildings for education & research"
"MINING FEATURE","622","Mining & related operations",," ","622","Mining & related operations"
"MISSION HALL","726","Buildings for religious purposes",," ","726.9","other buildings for religious or related purposes -"
"MOAT","623","Military & nautical engineering",," ","725.98","Moats"
"MOATED SITE","623","Military & nautical engineering",," ","725.98","Moats"
"MODEL FARM","630","Agriculture",," ","636.01","Ranches and farms"
"MODERN FEATURE","941","General history of Europe; British Isles",," ",,
"MONASTERY","726","Buildings for religious purposes",," ","726.7","Monastic buildings"
"MOTTE","623","Military & nautical engineering",," ","728.81","Castles"
"MOTTE AND BAILEY","623","Military & nautical engineering",," ","728.81","Castles"
"MOUND","941","General history of Europe; British Isles",," ","551.43","Specific land forms - Elevations"
"MUNITIONS FACTORY","662","Explosives, fuels technology",," ","725.4","Factories"
"MUSEUM","708","Galleries, museums, private collections",," ","727.6","Museum buildings"
"NATIONAL SCHOOL","727","Buildings for education & research",," ","727.1","elementary school"
"NATURAL FEATURE","719","Natural landscapes",," ","719","Natural landscapes"
"NUCLEAR POWER STATION","662","Explosives, fuels technology",," ","621.483","Nuclear reactors, power plants, by-products"
"NURSERY GARDEN","635","Garden crops (Horticulture)",," ","631.5","Cultivation and harvesting"
"OBSERVATION POST","623","Military & nautical engineering",," ","623","Military & nautical engineering"
"OFFICE","725","Public structures",," ","690.52","Commercial buildings--construction"
"OIL DEPOT","662","Explosives, fuels technology",," ","665.53","Refinery treatment and products"
"OIL REFINERY","662","Explosives, fuels technology",," ","665.53","Refinery treatment and products"
"ORANGERY","634","Orchards, fruits, forestry",," ","634.31","Oranges"
"ORCHARD","634","Orchards, fruits, forestry",," ","634.11","Apples"
"OUTBUILDING","636","Animal husbandry",," ","728.92","Agricultural buildings"
"OVEN","644","Household utilities",," ","641.58","Cooking with specific fuels, appliances, utensils"
"OYSTER BEDS","639","Hunting, fishing, conservation",," ","338.37244","Oysters--fishing industry"
"PALISADED ENCLOSURE","941","General history of Europe; British Isles",," ",,
"PAPER MILL","676","Pulp & paper technology",," ","676.122","Mechanical process (Ground wood process)"
"PARK","712","Landscape architecture",," ","712","Public parks"
"PARLIAMENT HOUSE","351","Of central governments",," ","725.11","legislative buildings"
"PAVILION","717","Structures",," ","690.58043","Sports centers--construction"
"PEAT BOG","719","Natural landscapes","577"," Ecology","577.687","Peat bog ecology"
